file path,transcript
audios/chunk0_3_20200504_211020.wav,Secuela acto de la manera más hermosa haciendo golazo del público una multitud de flechitas de colores fabricadas con los formularios de los telegramas hijos y cartas certificadas cantamos el himno nacional y estamos en bueno.
audios/chunk0_3_20200504_211044.wav,Dominio de la literatura y hasta del jazz cool misterios enormísimo para ella y por todas esas cosas yo me sentí antagonicamente cerca de la Maga nos queríamos en una dialéctica y limadura de ataque y defensa de pelota y pared supongo.
audios/chunk10_0_20200504_211044.wav,La marca acaba por levantarse y lava inútiles vueltas por la pieza.
audios/chunk10_2_20200504_211018.wav,Entonces dijo recogiendo las agujas.
audios/chunk10_3_20200504_211018.wav,casi repetir lo mismo salvo las consecuencias
audios/chunk11_0_20200504_211038.wav,Por lo común mi hermana la menor se encarga.
audios/chunk11_2_20200504_211018.wav,Tendremos que vivir en este lado.
audios/chunk11_3_20200504_211018.wav,de noche 106
audios/chunk12_0_20200504_211018.wav,A mí se me murió María Esther antes de que llegáramos a comprometernos.
audios/chunk12_0_20200504_211044.wav,En ese entonces no hablábamos.
audios/chunk12_1_20200504_211018.wav,"Cuando la puerta estaba abierta Alberti a uno que la casa era muy grande, si no daba la impresión de un departamento de los que se edifican ahora apenas para moverse."
audios/chunk12_3_20200504_211018.wav,Y antes de acostarnos le dije a Irene que iba hasta la cocina a servirme un vaso de agua desde la puerta del dormitorio.
audios/chunk13_0_20200504_211018.wav,Entramos en los 40 años con line expresa la idea de que el nuestro.
audios/chunk13_1_20200504_211018.wav,Irene y yo vivíamos siempre en esta parte de la casa.
audios/chunk13_2_20200504_211018.wav,Me voy a tardar un rato en general su labor.
audios/chunk14_0_20200504_211018.wav,Simple y silencioso matrimonio de hermanos era necesaria cláusula de la genealogía sentada por los bisabuelos en nuestra casa?
audios/chunk14_2_20200504_211018.wav,Me acuerdo que tejía un chaleco gris.
audios/chunk14_3_20200504_211018.wav,"Hoy he ido en la cocina tal vez en la cocina o tal vez en el baño, pues que el codo del pasillo apaga el sonido a Irene le llamó la atención y brusca manera de detenerme y vi a mi lado sin decir palabra."
audios/chunk15_0_20200504_211018.wav,Moriríamos así algún día.
audios/chunk15_2_20200504_211018.wav,A mí me gustaba ese chaleco.
audios/chunk16_0_20200504_211018.wav,Vagos y esquivos primo se quedarían con la casa y la echaría en el suelo para enriquecerse con el terreno y los ladrillos o mejor.
audios/chunk16_3_20200504_211018.wav,"No nos miramos siquiera aprete el brazo de Irene y la recoges conmigo hasta la puerta cancel sin volvernos hacia atrás, lo cuido se hallan más fuerte, pero siempre todos nuestros secretos un golpe la cancela y nos quedamos en el San Juan ahora, no se oía nada."
audios/chunk17_0_20200504_211018.wav,Nosotros mismos la volveríamos justiciera mente antes de que fuese demasiado tarde.
audios/chunk17_3_20200504_211018.wav,"Han tomado esta parte, dijo Irene el tejido le colgaba de las manos y las cebras y van hasta la cancela y se perdían debajo cuando vio que los ovillos habían quedado del otro lado del tejido sin mirarlo."
audios/chunk18_1_20200504_211018.wav,"Irene, estaba tejiendo en su dormitorio."
audios/chunk18_2_20200504_211018.wav,"Libros de literatura francesa, por ejemplo estaban todos en la biblioteca Irene extrañaba unas carpetas un par de pantuflas que tanto la abrigaban en invierno."
audios/chunk19_1_20200504_211018.wav,Eran las 8 de la noche y de repente se me ocurrió poner al fuego la pavita del mate.
audios/chunk19_2_20200504_211018.wav,Yo sentía mi pipa de enebro y creo que Irene pensó en una botella de hesperidina de muchos años.
audios/chunk1_0_20200504_211018.wav,Justo a la casa porque aparte de espaciosa y antigua.
audios/chunk1_0_20200504_211038.wav,"No vamos por el anís, ni porque hay que ir."
audios/chunk1_1_20200504_211025.wav,Traducir lo que dice mando el tiranuelo a su intérprete.
audios/chunk1_1_20200504_211037.wav,Diestramente ubicada a los pies del ataúd se tapa los ojos con un pañuelo violeta y empieza a llorar.
audios/chunk1_1_20200504_211044.wav,"Desorden en que vivíamos es decir el orden en que un vídeo se va convirtiendo poco gas natural y paulatina, en discoteca y archivo de correspondencia por contestar una disciplina necesaria, aunque no quería decírselo a la maga."
audios/chunk1_2_20200504_211029.wav,"El miedo no lo dejara dijo tristemente el hombre, cómo estará con una soga al cuello en camisa y temblando de terror y de frío."
audios/chunk1_3_20200504_211018.wav,presenciamos el ademán que conducía las llaves del velador mutuos y frecuentes insomnio
audios/chunk1_3_20200504_211029.wav,"Los vendedores callejeros que le habían comprado gritos, si llego en gritando los en las esquinas y uno de esos gritos sirvió más adelante como santo y Sena de la compra que acabo con los generales y los secretarios algunos antes de morir."
audios/chunk21_0_20200504_211018.wav,"Habéis tejido un chaleco y después lo de tejían un momento porque algo no le agradaba, era gracioso ver en la canastilla el montón de lana encrespadas resistiéndose a perder su forma de jugar."
audios/chunk21_1_20200504_211018.wav,El sonido venía impreciso y sordo.
audios/chunk21_2_20200504_211018.wav,Pero esto solamente sucedió los primeros días.
audios/chunk21_3_20200504_211018.wav,Estábamos con lo puesto.
audios/chunk22_0_20200504_211018.wav,Los sábados iba yo al centro a coger la ANA Irene tenía fe en mi gusto se complacía con los colores y nunca tuve que devolver madejas.
audios/chunk22_1_20200504_211018.wav,Como un volcán se decía sobre la alfombra o un ahogado su sufijo de conversación.
audios/chunk22_2_20200504_211018.wav,Dejamos algún cajón de las cómodas y nos mirábamos con tristeza.
audios/chunk22_3_20200504_211018.wav,Me acordé de los 15000 pesos en el armario de mi dormitorio.
audios/chunk23_0_20200504_211018.wav,Djokovic avanza salidas para dar una vuelta por las librerías y preguntar vanamente si había novedades en literatura francesa
audios/chunk23_1_20200504_211018.wav,También lo oí al mismo tiempo o un segundo después en el fondo del pasillo que traía desde aquellas piezas hasta la puerta me tiré contra la puerta antes de que fuera demasiado tarde la secre de golpear.
audios/chunk24_0_20200504_211018.wav,12939 no llegaban nada valioso Argentina
audios/chunk25_2_20200504_211018.wav,"Pero también tuvimos ventajas la limpieza, se simplifico tanto que aún levantándose tardísimo a las 9:30, por ejemplo, no daban las 11 y ya estábamos de brazos cruzados, irene, se acostumbró a ir conmigo a la cocina y ayudarme a preparar el almuerzo."
audios/chunk26_0_20200504_211018.wav,Estamos en contacto Alina apiladas como en una mercería.
audios/chunk26_3_20200504_211018.wav,Yo creo que ya estaba llorando.
audios/chunk27_0_20200504_211018.wav,No tuve valor de pregunta.
audios/chunk27_3_20200504_211018.wav,Salimos hacia la calle.
audios/chunk28_2_20200504_211018.wav,"Irene, estaba contenta porque le quedaba más tiempo para tijera un poco perdido a causa de los libros, pero por no asistir a mi hermana me puse a revisar la colección de estampillas de papá y eso me sirvió para matar el tiempo nos divertíamos mucho cada uno en sus cosas casi siempre reunidos en el dormitorio de Irene que era más cómodo."
audios/chunk2_0_20200504_211018.wav,hoy que las casas antiguas sucumben a la más ventajosa liquidación de sus materiales
audios/chunk2_0_20200504_211020.wav,Correos y Telecomunicaciones
audios/chunk2_0_20200504_211038.wav,brazos pinchados
audios/chunk2_0_20200504_211044.wav,más allá de esa calle empieza Joan de Plant
audios/chunk2_1_20200504_211018.wav,Pero a Irene solamente la entretenida el tejido busca una destreza maravillosa.
audios/chunk2_1_20200504_211044.wav,"Me habías llevado muy poco comprender que la Maga no había que plantearle la realidad en términos metódicos, el elogio del desorden, la hubiera escandalizado tanto como su denuncia para ella había desorden lo supe en el mismo momento en que descubrí el contenido de su bolso."
audios/chunk2_2_20200504_211020.wav,Cuando los iones y la policía invadieron el local mi madre.
audios/chunk2_3_20200504_211018.wav,aparte de eso todo estaba callado en la Casa de Día eran los rumores domésticos el José metálico de las agujas de tejer un crujido al pasar las hojas de un Filatélico
audios/chunk30_2_20200504_211018.wav,gato después
audios/chunk31_2_20200504_211018.wav,"Era yo el que le ponía ante los ojos un cuadradito de papel para que viese el mérito de algún sello de animal medi, estábamos bien."
audios/chunk31_3_20200504_211018.wav,A esa hora y con la casa tomada.
audios/chunk33_2_20200504_211018.wav,Se puede vivir sin pensar?
audios/chunk34_2_20200504_211018.wav,"Cuando Irene Sonia Ben altavoz, yo me desvelaba enseguida nunca pude habituarme a esa voz estatua Papagayo pues que viene de los sueños sino de la garganta."
audios/chunk35_2_20200504_211018.wav,"Irene, decía que mis sueños consistían en grandes sacudones que a veces."
audios/chunk3_0_20200504_211020.wav,una vez que un pariente de lo más lejano llego a ministro
audios/chunk3_1_20200504_211018.wav,Y a mí se me iban las horas viéndole las manos como erizos plateados agujas yendo y viniendo y una y dos canastillas en el suelo donde se agitaban constantemente los tobillos.
audios/chunk3_1_20200504_211025.wav,Lo que yo iba a venderle es lo que usted querrá decir de modo que no hay engaño.
audios/chunk3_1_20200504_211029.wav,"He entendido muy bien, dijo el hombre repito que vengo a venderles sus últimas palabras en tiranuelo, se puso de pie como es de práctica en estas circunstancias y reprimiendo temblor mando que afectan al hombre y lo metieran en los calabozos especiales que siempre existen en esos ambientes gubernativos."
audios/chunk3_2_20200504_211018.wav,y cuando estuve de vuelta con la bandeja del mate le dije a Irene
audios/chunk4_0_20200504_211018.wav,Nos habituamos Irene y yo a persistir solos en ella.
audios/chunk4_0_20200504_211020.wav,nos arreglamos para que nombra sea buena parte de la familia en la sucursal de correos de la calle Serrano
audios/chunk4_0_20200504_211038.wav,Porque no podemos soportar las formas más solapadas y la hipocresía.
audios/chunk4_0_20200504_211044.wav,una tarjeta postal con un dibujo de Clay al lado de un espejo sucio
audios/chunk4_1_20200504_211044.wav,Y empezábamos a desearnos mientras que yo lo aceptaba y lo favorecía después de haberlo identificado.
audios/chunk4_2_20200504_211018.wav,Tuve que sacar la puerta del pasillo.
audios/chunk5_0_20200504_211020.wav,"No poco eso sí de los 3 días que estuvimos dos nos pasamos atendiendo al público con una celeridad extraordinaria, que nos valió la sorprendida visita del inspector del Correo Central y un suelto en la razón."
audios/chunk5_0_20200504_211044.wav,"La Maga había parecido una tarde en la judicial civil y cuando subía mi pieza de la Gilera Tom visual ahí haciendo una flor una tarjeta Clio mío, sino dinero elegía una hoja de plátano en el parque."
audios/chunk5_1_20200504_211029.wav,Usted k decir sus últimas palabras cuando llegue el momento y necesitaría decirlas para configurar fácilmente un destino histórico.
audios/chunk5_3_20200504_211018.wav,En una cocina hay demasiado ruido de los hay vidrios para que otros sonidos se juntan en ella.
audios/chunk6_0_20200504_211018.wav,Hacemos la limpieza por la mañana levantándonos a las 7.
audios/chunk6_1_20200504_211029.wav,Lo que yo iba a venderle es lo que usted querrá decir de modo que no hay engaño.
audios/chunk7_0_20200504_211018.wav,Y a eso de las 11 y yo le dejaba a Irene las últimas habitaciones por repasar y me iba a la cocina.
audios/chunk7_0_20200504_211044.wav,máquinas inútiles que la Maga me ayudaba a pintar
audios/chunk7_1_20200504_211018.wav,la biblioteca y 3 dormitorios grandes que daban en la parte más retirada
audios/chunk7_3_20200504_211018.wav,Pero cuando torna vamos a los dormitorios y al living.
audios/chunk8_0_20200504_211018.wav,"Almorzábamos a mediodía siempre puntuales, ya no quedaba nada por hacer fuera de unos pocos platos sucios."
audios/chunk8_0_20200504_211044.wav,Estábamos enamorados.
audios/chunk8_2_20200504_211018.wav,Estás seguro?
audios/chunk9_0_20200504_211018.wav,"Resultaba grato almorzar pensando en la casa, profunda y silenciosa y como nos gastábamos para mantenerla limpia."
